index,transliteration,word
G0739,artios,ἄρτιος
G0740,artos,ἄρτος
G0741,artuo,ἀρτύω
G0742,Arphaxad,Ἀρφαξάδ
G0743,archaggelos,ἀρχάγγελος
G0744,archaios,ἀρχαῖος
G0745,Archelaos,Ἀρχέλαος
G0746,arche,ἀρχή
G0747,archegos,ἀρχηγός
G0748,archieratikos,ἀρχιερατικός
G0749,archiereus,ἀρχιερεύς
G0750,archipoimen,ἀρχιποίμην
G0751,Archippos,Ἄρχιππος
G0752,archisunagogos,ἀρχισυνάγωγος
G0753,architekton,ἀρχιτέκτων
G0754,architelones,ἀρχιτελώνης
G0755,architriklinos,ἀρχιτρίκλινος
G0757,archo,ἄρχω
G0758,archon,ἄρχων
G0759,aroma,ἄρωμα
G0760,"Asaph, Asa","Ἀσάφ, Ἀσά"
G0761,asaleutos,ἀσάλευτος
G0762,asbestos,ἄσβεστος
G0763,asebeia,ἀσέβεια
G0764,asebeo,ἀσεβέω
G0765,asebes,ἀσεβής
G0766,aselgeia,ἀσέλγεια
G0767,asemos,ἄσημος
G0768,Aser,Ἀσήρ
G0769,astheneia,ἀσθένεια
G0770,astheneo,ἀσθενέω
G0771,asthenema,ἀσθένημα
G0772,asthenes,ἀσθενής
G0773,Asia,Ἀσία
G0774,Asianos,Ἀσιανός
G0775,Asiarches,Ἀσιάρχης
G0776,asitia,ἀσιτία
G0777,asitos,ἄσιτος
G0778,askeo,ἀσκέω
G0779,askos,ἀσκός
G0780,asmenos,ἀσμένως
G0781,asophos,ἄσοφος
G0782,aspazomai,ἀσπάζομαι
G0783,aspasmos,ἀσπασμός
G0784,aspilos,ἄσπιλος
G0785,aspis,ἀσπίς
G0786,aspondos,ἄσπονδος
G0787,assarion,ἀσσάριον
G0788,asson,ὰσσον
G0789,Assos,Ἄσσος
G0790,astateo,ἀστατέω
G0791,asteios,ἀστεῖος
G0792,aster,ἀστήρ
G0793,asteriktos,ἀστήρικτος
G0794,astorgos,ἄστοργος
G0795,astocheo,ἀστοχέω
G0796,astrape,ἀστραπή
G0797,astrapto,ἀστράπτω
G0798,astron,ἄστρον
G0799,Asugkritos,Ἀσύγκριτος
G0800,asumphonos,ἀσύμφωνος
G0801,asunetos,ἀσύνετος
G0802,asunthetos,ἀσύνθετος
G0803,asphaleia,ἀσφάλεια
G0804,asphales,ἀσφαλής
G0805,asphalizo,ἀσφαλίζω
G0806,asphalos,ἀσφαλῶς
G0807,aschemoneo,ἀσχημονέω
G0808,aschemosune,ἀσχημοσύνη
G0809,aschemon,ἀσχήμων
G0810,asotia,ἀσωτία
G0811,asotos,ἀσώτως
G0812,atakteo,ἀτακτέω
G0813,ataktos,ἄτακτος
G0814,ataktos,ἀτάκτως
G0815,ateknos,ἄτεκνος
G0816,atenizo,ἀτενίζω
G0817,ater,ἄτερ
G0818,atimazo,ἀτιμάζω
G0819,atimia,ἀτιμία
G0820,atimos,ἄτιμος
G0822,atmis,ἀτμίς
G0823,atomos,ἄτομος
G0824,atopos,ἄτοπος
G0825,Attaleia,Ἀττάλεια
G0826,augazo,αὐγάζω
G0827,auge,αὐγή
G0828,Augoustos,Αὔγουστος
G0829,authades,αὐθάδης
G0830,authairetos,αὐθαίρετος
G0831,authenteo,αὐθεντέω
G0832,auleo,αὐλέω
G0833,aule,αὐλή
G0834,auletes,αὐλητής
G0835,aulizomai,αὐλίζομαι
G0836,aulos,αὐλός
G0837,auxano,αὐξάνω
G0838,auxesis,αὔξησις
G0838a,auxo,αὔξω
G0839,aurion,αὔριον
G0840,austeros,αὐστηρός
G0841,autarkeia,αὐτάρκεια
G0842,autarkes,αὐτάρκης
G0843,autokatakritos,αὐτοκατάκριτος
G0844,automatos,αὐτόματος
G0845,autoptes,αὐτόπτης
G0846,autos,αὐτός
G0847,autou,αὐτοῦ
G0848a,autophoros,αὐτόφωρος
G0849,autocheir,αὐτόχειρ
G0849a,aucheo,αὐχέω
G0850,auchmeros,αὐχμηρός
G0851,aphaireo,ἀφαιρέω
G0852,aphanes,ἀφανής
G0853,aphanizo,ἀφανίζω
G0854,aphanismos,ἀφανισμός
G0855,aphantos,ἄφαντος
G0857,apheidia,ἀφειδία
G0858,aphelotes,ἀφελότης
G0859,aphesis,ἄφεσις
G0860,haphe,ἁφή
G0861,aphtharsia,ἀφθαρσία
G0862,aphthartos,ἄφθαρτος
G0862a,aphthoria,ἀφθορία
G0863,aphiemi,ἀφίημι
G0864,aphikneomai,ἀφικνέομαι
G0865,aphilagathos,ἀφιλάγαθος
G0866,aphilarguros,ἀφιλάργυρος
G0867,aphixis,ἄφιξις
G0868,aphistemi,ἀφίστημι
G0869,aphno,ἄφνω
G0870,aphobos,ἀφόβως
G0871,aphomoioo,ἀφομοιόω
G0872,aphorao,ἀφοράω
G0873,aphorizo,ἀφορίζω
G0874,aphorme,ἀφορμή
G0875,aphrizo,ἀφρίζω
G0876,aphros,ἀφρός
G0877,aphrosune,ἀφροσύνη
G0878,aphron,ἄφρων
G0879,aphupnoo,ἀφυπνόω
G0880,aphonos,ἄφωνος
G0881,Achaz,Ἀχάζ
G0882,Achaia,Ἀχαΐα
G0883,Achaikos,Ἀχαϊκός
G0884,acharistos,ἀχάριστος
G0885,Achim,Ἀχίμ
G0886,acheiropoietos,ἀχειροποίητος
G0887,achlus,ἀχλύς
G0888,achreios,ἀχρεῖος
G0889,achreioo,ἀχρειόω
G0890,achrestos,ἄχρηστος
G0891,"achri, achris","ἄχρι, ἄχρις"
G0892,achuron,ἄχυρον
G0893,apseudes,ἀψευδής
G0894,apsinthos,ἄψινθος
G0895,apsuchos,ἄψυχος
G0896,Baal,Βάαλ
G0897,Babulon,Βαβυλών
G0898,bathmos,βαθμός
G0899,bathos,βάθος
G0900,bathuno,βαθύνω
G0901,bathus,βαθύς
G0902,baion,βαΐον
G0903,Balaam,Βαλαάμ
G0904,Balak,Βαλάκ
G0905,"ballantion, balantion","βαλλάντιον, βαλάντιον"
G0906,ballo,βάλλω
G0907,baptizo,βαπτίζω
G0908,baptisma,βάπτισμα
G0909,baptismos,βαπτισμός
G0910,Baptistes,Βαπτιστής
G0911,bapto,βάπτω
G0912,Barabbas,Βαραββᾶς
G0913,Barak,Βαράκ
G0914,Barachias,Βαραχίας
G0915,barbaros,βάρβαρος
G0916,bareo,βαρέω
G0917,bareos,βαρέως
G0918,Bartholomaios,Βαρθολομαῖος
G0919,Bariesous,Βαριησοῦς
G0920,Bariona(s),Βαριωνᾶ(ς)
G0921,Barnabas,Βαρνάβας
G0922,baros,βάρος
G0923,"Barsabas, Barsabbas","Βαρσαβᾶς, Βαρσαββᾶς"
G0924,Bartimaios,Βαρτιμαῖος
G0926,barus,βαρύς
G0927,barutimos,βαρύτιμος
G0928,basanizo,βασανίζω
G0929,basanismos,βασανισμός
G0930,basanistes,βασανιστής
G0931,basanos,βάσανος
G0932,basileia,βασιλεία
G0934,basileios,βασίλειος
G0935,basileus,βασιλεύς
G0936,basileuo,βασιλεύω
G0937,basilikos,βασιλικός
G0938,basilissa,βασίλισσα
G0939,basis,βάσις
G0940,baskaino,βασκαίνω
G0941,bastazo,βαστάζω
G0942,batos,βάτος
G0943,batos,βάτος
G0944,batrachos,βάτραχος
G0945,battologeo,βαττολογέω
G0946,bdelugma,βδέλυγμα
G0947,bdeluktos,βδελυκτός
G0948,bdelusso,βδελύσσω
G0949,bebaios,βέβαιος
G0950,bebaioo,βεβαιόω
G0951,bebaiosis,βεβαίωσις
G0952,bebelos,βέβηλος
G0953,bebeloo,βεβηλόω
G0954,Beelzeboul,Βεελζεβούλ
G0955,Beliar,Βελίαρ
G0955a,belone,βελόνη
G0956,belos,βέλος
G0957,beltion,βελτίον
G0958,Beniamin,Βενιαμίν
G0959,Bernike,Βερνίκη
G0960,Beroia,Βέροια
G0961,Beroiaios,Βεροιαῖος
G0963,Bethania,Βηθανία
G0964a,Bethzatha,Βηθζαθά
G0965,Bethleem,Βηθλεέμ
G0966,Bethsaida,Βηθσαϊδά
G0967,Bethphage,Βηθφαγή
G0968,bema,βῆμα
G0969,berullos,βήρυλλος
G0970,bia,βία
G0971,biazo,βιάζω
G0972,biaios,βίαιος
G0973,biastes,βιαστής
G0974,bibliaridion,βιβλιαρίδιον
G0975,biblion,βιβλίον
G0976,biblos,βίβλος
G0977,bibrosko,βιβρώσκω
G0978,Bithunia,Βιθυνία
G0979,bios,βίος
G0980,bioo,βιόω
G0981,biosis,βίωσις
G0982,biotikos,βιωτικός
G0983,blaberos,βλαβερός
G0984,blapto,βλάπτω
G0985,blastano,βλαστάνω
G0986,Blastos,Βλάστος
G0987,blasphemeo,βλασφημέω
G0988,blasphemia,βλασφημία
G0989,blasphemos,βλάσφημος
G0990,blemma,βλέμμα
G0991,blepo,βλέπω
G0992,bleteos,βλητέος
G0993,Boanerges,Βοανεργές
G0994,boao,βοάω
G0995,boe,βοή
G0996,boetheia,βοήθεια
G0997,boetheo,βοηθέω
G0998,boethos,βοηθός
G0999,bothunos,βόθυνος
G1000,bole,βολή
G1001,bolizo,βολίζω
G1003,"Boes, Boos","Βόες, Βόος"
G1004,borboros,βόρβορος
G1005,borrhas,βοῤῥᾶς
G1006,bosko,βόσκω
G1007,Bosor,Βοσόρ
G1008,botane,βοτάνη
G1009,botrus,βότρυς
G1010,bouleutes,βουλευτής
G1011,bouleuo,βουλεύω
G1012,boule,βουλή
G1013,boulema,βούλημα
G1014,boulomai,βούλομαι
G1015,bounos,βουνός
G1016,bous,βοῦς
G1017,brabeion,βραβεῖον
G1018,brabeuo,βραβεύω
G1019,braduno,βραδύνω
G1020,braduploeo,βραδυπλοέω
G1021,bradus,βραδύς
G1022,bradutes,βραδύτης
G1023,brachion,βραχίων
G1024,brachus,βραχύς
G1025,brephos,βρέφος
G1026,brecho,βρέχω
G1027,bronte,βροντή
G1028,broche,βροχή
G1029,brochos,βρόχος
G1030,brugmos,βρυγμός
G1031,brucho,βρύχω
G1032,bruo,βρύω
G1033,broma,βρῶμα
G1034,brosimos,βρώσιμος
G1035,brosis,βρῶσις
G1036,buthizo,βυθίζω
G1037,buthos,βυθός
G1038,burseus,βυρσεύς
G1039,bussinos,βύσσινος
G1040,bussos,βύσσος
G1041,bomos,βῶμος
G1042,gabbatha,γαββαθά
G1043,Gabriel,Γαβριήλ
G1044,gaggraina,γάγγραινα
G1045,Gad,Γάδ
G1046,Gadarenos,Γαδαρηνός
G1047,gaza,γάζα
G1048,Gaza,Γάζα
G1049,gazophulakion,γαζοφυλάκιον
G1050,Gaios,Γάϊος
G1051,gala,γάλα
G1052,Galates,Γαλάτης
G1053,Galatia,Γαλατία
G1054,Galatikos,Γαλατικός
G1055,galene,γαλήνη
G1056,Galilaia,Γαλιλαία
G1057,Galilaios,Γαλιλαῖος
G1058,Gallion,Γαλλίων
G1059,Gamaliel,Γαμαλιήλ
G1060,gameo,γαμέω
G1061,"gamizo, gamisko","γαμίζω, γαμίσκω"
G1062,gamos,γάμος
G1063,gar,γάρ
G1064,gaster,γαστήρ
G1065,ge,γέ
G1066,Gedeon,Γεδεών
G1067,geenna,γέεννα
G1068,Gethsemane,Γεθσημανῆ
G1069,geiton,γείτων
G1070,gelao,γελάω
G1071,gelos,γέλως
G1072,gemizo,γεμίζω
G1073,gemo,γέμω
G1074,genea,γενεά
G1075,genealogeo,γενεαλογέω
G1076,genealogia,γενεαλογία
G1077,genesia,γενέσια
G1078,genesis,γένεσις
G1079,genete,γενετή
G1080,gennao,γεννάω
G1080a,genema,γένημα
G1081,gennema,γέννημα
G1082,Gennesaret,Γεννησαρέτ
G1084,gennetos,γεννητός
G1085,genos,γένος
G1085a,Gerasenos,Γερασηνός
G1087,gerousia,γερουσία
G1088,geron,γέρων
G1089,geuomai,γεύομαι
G1090,georgeo,γεωργέω
G1091,georgion,γεώργιον
G1092,georgos,γεωργός
G1093,ge,γῆ
G1094,geras,γῆρας
G1095,gerasko,γηράσκω
G1096,ginomai,γίνομαι
G1097,ginosko,γινώσκω
G1098,gleukos,γλεῦκος
G1099,glukus,γλυκύς
G1100,glossa,γλῶσσα
G1101,glossokomon,γλωσσόκομον
G1102,gnapheus,γναφεύς
G1103,gnesios,γνήσιος
G1104,gnesios,γνησίως
G1105,gnophos,γνόφος
G1106,gnome,γνώμη
G1107,gnorizo,γνωρίζω
G1108,gnosis,γνῶσις
G1109,gnostes,γνώστης
G1110,gnostos,γνωστός
G1111,gogguzo,γογγύζω
G1112,goggusmos,γογγυσμός
G1113,goggustes,γογγυστής
G1114,goes,γόης
G1115,Golgotha,Γολγοθᾶ
G1116,Gomorrha,Γόμοῤῥα
G1117,gomos,γόμος
G1118,goneus,γονεύς
G1119,gonu,γονύ
G1120,gonupeteo,γονυπετέω
G1121,gramma,γράμμα
G1122,grammateus,γραμματεύς
G1123,graptos,γραπτός
G1124,graphe,γραφή
G1125,grapho,γράφω
G1126,graodes,γραώδης
G1127,gregoreuo,γρηγορεύω
G1128,gumnazo,γυμνάζω
G1130,gumneteuo,γυμνητεύω
G1131,gumnos,γυμνός
G1132,gumnotes,γυμνότης
G1133,gunaikarion,γυναικάριον
G1134,gunaikeios,γυναικεῖος
G1135,gune,γυνή
G1136,Gog,Γώγ
G1137,gonia,γωνία
G1138,Dauid,Δαυίδ
G1139,daimonizomai,δαιμονίζομαι
G1140,daimonion,δαιμόνιον
G1141,daimoniodes,δαιμονιώδης
G1142,daimon,δαίμων
G1143,dakno,δάκνω
G1144,"dakru, dakruon","δάκρυ, δάκρυον"
G1145,dakruo,δακρύω
G1146,daktulios,δακτύλιος
G1147,daktulos,δάκτυλος
G1148,Dalmanoutha,Δαλμανουθά
G1149,Dalmatia,Δαλματία
G1150,damazo,δαμάζω
G1151,damalis,δάμαλις
G1152,Damaris,Δάμαρις
G1153,Damaskenos,Δαμασκηνός
G1154,Damaskos,Δαμασκός
G1155,daneizo,δανείζω
G1156,daneion,δάνειον
G1157,"danistes, daneistes","δανιστής, δανειστής"
G1158,Daniel,Δανιήλ
G1159,dapanao,δαπανάω
G1160,dapane,δαπάνη
G1161,de,δέ
G1162,deesis,δέησις
G1163,dei,δεῖ
G1164,deigma,δεῖγμα
G1165,deigmatizo,δειγματίζω
G1166,"deiknumi, deiknuo","δείκνυμι, δεικνύω"
G1167,deilia,δειλία
G1168,deiliao,δειλιάω
G1169,deilos,δειλός
G1170,deina,δεῖνα
G1171,deinos,δεινῶς
G1172,deipneo,δειπνέω
G1173,deipnon,δεῖπνον
G1174,deisidaimonesteros,δεισιδαιμονέστερος
G1175,deisidaimonia,δεισιδαιμονία
G1176,deka,δέκα
G1177a,dekaokto,δεκαοκτώ
G1178,dekapente,δεκαπέντε
G1179,Dekapolis,Δεκάπολις
G1180,dekatessares,δεκατέσσαρες
G1182,dekatos,δέκατος
G1183,dekatoo,δεκατόω
G1184,dektos,δεκτός
G1185,deleazo,δελεάζω
G1186,dendron,δένδρον
G1187,dexiolabos,δεξιολάβος
G1188,dexios,δεξιός
G1189,deomai,δέομαι
G1190,Derbaios,Δερβαῖος
G1191,Derbe,Δέρβη
G1192,derma,δέρμα
G1193,dermatinos,δερμάτινος
G1194,dero,δέρω
G1195,desmeuo,δεσμεύω
G1196,desmeo,δεσμέω
G1197,desme,δεσμή
G1198,desmios,δέσμιος
G1199,"desmon, desmos","δεσμόν, δεσμός"
G1200,desmophulax,δεσμοφύλαξ
G1201,desmoterion,δεσμωτήριον
G1202,desmotes,δεσμώτης
G1203,despotes,δεσπότης
G1204,deuro,δεῦρο
G1205,deute,δεῦτε
G1206,deuteraios,δευτεραῖος
G1208,deuteros,δεύτερος
G1209,dechomai,δέχομαι
G1210,deo,δέω
G1211,de,δή
G1212,delos,δῆλος
G1213,deloo,δηλόω
G1214,Demas,Δημᾶς
G1215,demegoreo,δημηγορέω
G1216,Demetrios,Δημήτριος
G1217,demiourgos,δημιουργός
G1218,demos,δῆμος
G1219,demosios,δημόσιος
G1220,denarion,δηνάριον
G1222,depou,δήπου
G1223,dia,διά
G1224,diabaino,διαβαίνω
G1225,diaballo,διαβάλλω
G1226,diabebaioomai,διαβεβαιόομαι
G1227,diablepo,διαβλέπω
G1228,diabolos,διάβολος
G1229,diaggello,διαγγέλλω
G1230,diaginomai,διαγίνομαι
G1231,diaginosko,διαγινώσκω
G1233,diagnosis,διάγνωσις
G1234,diagogguzo,διαγογγύζω
G1235,diagregoreo,διαγρηγορέω
G1236,diago,διάγω
G1238,diadema,διάδημα
G1239,diadidomi,διαδίδωμι
G1241,diazonnumi,διαζώννυμι
G1242,diatheke,διαθήκη
G1243,diairesis,διαίρεσις
G1244,diaireo,διαιρέω
G1244a,diakathairo,διακαθαίρω
G1245,diakatharizo,διακαθαρίζω
G1246,diakatelegchomai,διακατελέγχομαι
G1247,diakoneo,διακονέω
G1248,diakonia,διακονία
G1249,diakonos,διάκονος
G1250,diakosioi,διακόσιοι
G1251,diakouomai,διακούομαι
G1252,diakrino,διακρίνω
G1253,diakrisis,διάκρισις
G1254,diakoluo,διακωλύω
G1255,dialaleo,διαλαλέω
G1256,dialegomai,διαλέγομαι
G1257,dialeipo,διαλείπω
G1258,dialektos,διάλεκτος
G1259,diallasso,διαλλάσσω
G1260,dialogizomai,διαλογίζομαι
G1261,dialogismos,διαλογισμός
G1262,dialuo,διαλύω
G1263,diamarturomai,διαμαρτύρομαι
G1264,diamachomai,διαμάχομαι
G1265,diameno,διαμένω
G1266,diamerizo,διαμερίζω
G1267,diamerismos,διαμερισμός
G1268,dianemo,διανέμω
G1269,dianeuo,διανεύω
G1270,dianoema,διανόημα
G1271,dianoia,διάνοια
G1272,dianoigo,διανοίγω
G1273,dianuktereuo,διανυκτερεύω
G1274,dianuo,διανύω
G1275,diapantos,διαπαντός
G1276,diaperao,διαπεράω
G1277,diapleo,διαπλέω
G1278,diaponeo,διαπονέω
G1279,diaporeuomai,διαπορεύομαι
G1280,diaporeo,διαπορέω
G1281,diapragmateuomai,διαπραγματεύομαι
G1282,diaprio,διαπρίω
G1283,diarpazo,διαρπάζω
G1284,"diaregnumi, diarresso","διαρήγνυμι, διαρρήσσω"
G1285,diasapheo,διασαφέω
G1286,diaseio,διασείω
G1287,diaskorpizo,διασκορπίζω
G1288,diaspao,διασπάω
G1289,diaspeiro,διασπείρω
G1290,diaspora,διασπορά
G1291,diastellomai,διαστέλλομαι
G1292,diastema,διάστημα
G1293,diastole,διαστολή
G1294,diastrepho,διαστρέφω
G1295,diasozo,διασώζω
G1296,diatage,διαταγή
G1297,diatagma,διάταγμα
